Id, Cat1Rank, Cat2Rank, Cat3rank, Choices
120621125,99999,5095,99999,NOCHOICE
120609347,99999,4305,99999,C0900|A1700|A0700|A0900|A0600|A0800
120616466,99999,99999,99999,NOCHOICE
120611840,99999,3953,99999,NOCHOICE
120618953,99999,5261,99999,NOCHOICE
120501466,99999,99999,99999,NOCHOICE
120617519,99999,99999,2738,C0922|C0122|C0322|C1022|C0422
120619314,99999,4868,99999,NOCHOICE
120618377,99999,5262,2604,NOCHOICE
120606655,99999,99999,1200,C0122|C0922|C0422|C0822
120620879,99999,5323,99999,NOCHOICE
120620824,99999,99999,3059,NOCHOICE
120614172,99999,99999,99999,NOCHOICE
120500174,99999,4618,99999,NOCHOICE
120608656,99999,5033,99999,NOCHOICE
120607044,99999,99999,99999,NOCHOICE
120606999,99999,5745,2842,NOCHOICE
120621702,99999,99999,2276,NOCHOICE
120620743,99999,5376,3060,NOCHOICE
120618503,99999,99999,2884,NOCHOICE
120616552,99999,99999,1737,A1422|C0922|C0422|C0122|C0622
120611623,99999,99999,99999,NOCHOICE
120618485,99999,99999,99999,NOCHOICE
120608762,99999,99999,99999,NOCHOICE
120618626,99999,2921,99999,NOCHOICE
120500944,99999,5377,99999,NOCHOICE
120609891,99999,5475,99999,NOCHOICE
120500217,99999,4554,99999,A1700|C0900
120608447,99999,2774,99999,C0700|A2100|A1900|A1300|A0800
120618509,99999,99999,2165,C0422|C0922|C0122|C0822
120606690,99999,5525,99999,C0129|A1600
120607363,99999,5263,99999,C0400|C0900|C0928|C0228|C0100|A0700|A0900|A1900
120608377,99999,99999,99999,C0429
120501285,99999,5158,2644,C0900|C0137|C0329|C0928|C0922
120608915,99999,5744,3225,C0422|C0429|C0122|C0129|C0322|C0329
120505448,99999,5157,99999,C0400|C0926
120621182,99999,5746,99999,C0100|C0122
120609235,99999,3951,99999,C0329|C0429|C0129
120612476,99999,4554,99999,A1900|A1300|A2100|A0800|A1700
120607407,99999,99999,2814,A1839
120610456,99999,4447,1928,C0922|C0422|C0122|C0429|C0129
120620990,99999,3233,99999,C0928|C0228|C0828|A0228|C0628
120610078,99999,5325,99999,C0900|C0100|C0700|A1700|C0800
120608427,99999,5092,99999,A1700|C0900
120502162,99999,99999,2841,C0122|C0422|C0922|C0822|C0522|C0622|C0322
120621027,99999,5035,99999,C0285|C0100|C0839|A2300
120500519,99999,4388,99999,C0785|C0285
120502075,99999,4686,1953,C0900|A1700|C0926|A1726|C0920|C0922|A1739|A0600|A0800|A0700|A1600|A0900
120618409,99999,3644,99999,C0900|C0700
120615953,99999,5774,3155,C0922|C0900|C0920|C0926|C0928
120615755,99999,5216,99999,C0785
120618089,99999,5470,99999,C0126|C0926|C0726|A1726|A2026
120616728,99999,4863,99999,A1300|A1900|C0700|A2100|C0900|A1700|A0700|A0800|A0600|A0900|C0100|A2000
120613996,99999,3578,2275,C0122|C0422|C0322|C0100|C0400|C0300|C0126|C0926
120618475,99999,4388,99999,C0928|C0228|A0228|C0828|C0628
120612615,99999,5714,99999,C0100|A1300|C0700|A2000|C0900|C0800
120621297,99999,99999,99999,NOCHOICE
120608244,99999,99999,99999,NOCHOICE
120611886,99999,99999,99999,NOCHOICE
120502003,99999,99999,99999,NOCHOICE
120501759,99999,5037,99999,NOCHOICE
120617161,99999,5526,99999,NOCHOICE
120506043,99999,2775,99999,C0900|C0100|C0400|C0129|C0429|C0800
120607917,99999,5475,2196,A1700|C0900|A1600|C0922|C0122
120612689,99999,99999,2788,C0922|A1739|C0122|C0422|A1539|C1022
120621374,99999,4108,99999,A1300|A2100|A1900
120620774,99999,4108,99999,C0828|C0800
120501693,99999,99999,2946,C0922|C0422|C0122|C0822
120612919,99999,5634,99999,C0900
120503279,99999,4927,99999,C0285
120620636,99999,4388,99999,A1700|C0900|A0700|A0800|A1600|A0600|A0900|A0100
120621436,99999,99999,3077,C0122
120610929,99999,99999,2043,C0122|C0422|C0322|C0922
120612117,99999,4499,99999,C0429|C0329|C0629|C0285|C0785|C0700|C0800|C0100|C0300|C0400|A1300|A1200|A2400
120615796,99999,5679,99999,C0900|C0800
120500271,99999,99999,2740,C0839|C0137
120614177,99999,99999,2305,C0922|A1422|C0422|C0122|C0322|C0822
120609936,99999,4868,99999,C0100|C0300|A2000
120606651,99999,99999,99999,C0922|C0137
120617842,99999,5810,99999,C0422|C0429
120506481,99999,99999,99999,C0422|C0122|C0322
120505945,99999,99999,99999,C0422
120618416,99999,5321,99999,C0400
120500602,99999,99999,2817,C0422
120617570,99999,99999,3258,C0839|A1739|A1839
120606837,99999,4690,99999,C0900|C0800|C0100
120505934,99999,99999,2864,C0920|C0922
120614510,99999,5598,99999,C0285|C0785
120504144,319,5775,99999,C0785|C0927|C0928
120500674,99999,99999,99999,C0122|C0922|C0422|C0822|C0622
120609828,99999,5596,99999,A1600|A1700|C0400|C0900|C0700|C0100|C0800
120614559,99999,3524,99999,C0900|C0100|C0129|C0429|A1700|A0700
120620037,99999,99999,2759,C0922|C0422
120614855,99999,99999,99999,C0920
120621351,99999,99999,2987,A1739|A1839
120616685,316,99999,99999,C0921
120503559,99999,99999,1812,NOCHOICE
120614224,99999,99999,3132,NOCHOICE
120617028,99999,99999,99999,NOCHOICE
120610471,99999,99999,99999,NOCHOICE
120614659,99999,3716,99999,C0129
120503173,99999,4872,99999,C0900|A1700|A0700|A0600|A0900|A0800
120616821,99999,99999,3014,NOCHOICE
120613034,99999,99999,3015,NOCHOICE
120609950,99999,99999,99999,NOCHOICE
120617188,99999,99999,99999,NOCHOICE
120617685,99999,99999,99999,NOCHOICE
120611912,99999,99999,99999,C0822|C0922|C0622
120501025,99999,5474,99999,C0900|A1700|A1600|A0700|A0600|A0900|A0800
120613311,99999,4810,99999,C0800|C0900|C0100|C0629|C0129|A0200|A2200|C0300|C0400
120503209,99999,99999,2737,A1739|A1839|C0839
120502218,99999,128,99999,C0400|C0429
120611501,99999,352,99999,C0628|C0828
120614153,99999,5776,99999,NOCHOICE
120608680,99999,99999,99999,NOCHOICE
120617002,99999,99999,99999,NOCHOICE
120618344,99999,5478,2761,C0922|C0920|A0700|A1700|C0900|C0122
120610575,99999,5420,99999,NOCHOICE
120606881,99999,99999,99999,NOCHOICE
120610883,99999,4759,99999,NOCHOICE
120621732,99999,99999,99999,NOCHOICE
120501726,99999,3797,99999,NOCHOICE
120504117,320,5038,2844,C0927
120620856,99999,5523,99999,C0900|C0100|C0700|A1700|A1900|A0700|A2100|A1300|A2000|A0900|A2200|A0200|A0600
120609425,99999,4814,2306,NOCHOICE
120607877,99999,99999,2197,C0122
120611125,99999,3796,99999,C0900|A0800|A0600|A1700|A0900|A0700
120506378,325,5221,99999,NOCHOICE
120614233,99999,4757,99999,C0129|C0429|C0926
120607816,99999,5100,99999,NOCHOICE
120613053,99999,5424,99999,NOCHOICE
120619519,99999,5159,99999,A1300|C0900|A1700|A0700|A1900|A2100
120506116,99999,5681,99999,C0900|C0100|C0700|C0800|C0300|C0400
120613436,99999,5561,99999,NOCHOICE
120618167,99999,4238,99999,C0100
120501197,99999,5522,2667,C0922|C0122|C0926|C0126|C0839|A1739
120618739,99999,99999,99999,NOCHOICE
120621284,99999,99999,99999,NOCHOICE
120613842,99999,99999,99999,NOCHOICE
120615267,99999,99999,99999,NOCHOICE
120610963,99999,99999,99999,NOCHOICE
120606615,99999,99999,3157,A1739
120610784,99999,3367,99999,C0900|A1700|A0700|A0800|A0900|A0600|A1600
120500116,99999,99999,99999,C0920|C0839
120621603,99999,5421,3260,NOCHOICE
120609080,99999,5527,99999,NOCHOICE
120608621,99999,5559,99999,NOCHOICE
120502078,99999,99999,99999,C0800|C0100|A0200|A2200|A2400
120502758,99999,5640,99999,NOCHOICE
120606587,99999,5778,99999,NOCHOICE
120502982,99999,5779,99999,NOCHOICE
120612281,99999,4812,2910,C0926|A1700|C0129|C0922|C0920
120616281,99999,4308,99999,NOCHOICE
120621808,99999,5477,99999,C0129|C0228|C0429|C0329|A0228|C0928|C0629|C0628
120619879,99999,5425,99999,C0928|C0785|C0429
120501518,99999,99999,99999,C0785
120621078,99999,99999,99999,C0422
120505998,99999,5638,99999,C0928|C0228
120619866,99999,4929,99999,C0785
120616816,99999,5099,99999,C0900
120615419,99999,99999,1680,C0922|C0122
120620330,99999,4930,3226,C0129|C0329|C0522|C0429
120618792,99999,4691,99999,A1600|A1700|C0900|A0700|A0800
120504955,99999,5040,99999,C0900|A0800|C0100|A0700|A2000
120502251,99999,99999,99999,C0100|A2000|C0900|A0700|A0600|A0800|A0900|A1700|C0300|C0400|A1000
120505357,99999,99999,99999,C0422
120612114,99999,99999,3016,C0422|C0922
120618223,99999,5680,99999,A0600|A0900|A0700|C0900|A1700
120506189,99999,5218,99999,C0726|C0926|C0126|C0826|A1726|A2026
120621439,99999,4619,99999,C0900|C0100
120609432,99999,99999,2741,C0422|C0122|C0922|C0322|C0522|C0822
120611335,99999,5558,99999,C0629|C0826|C0926|C0129
120611844,99999,4307,99999,A1300|A1900|A2100|C0700
120614171,99999,2837,99999,C0900|A1700|A0700|A0900|A0600|A0800
120609134,99999,5635,99999,C0700|C0900|C0129|C0100|C0928|C0228|C0785|C0285
120619629,99999,99999,2739,C0839
120505815,99999,4177,99999,C0900|A1300|A0700|A0800
120610951,99999,3234,99999,C0900|A1700|A0700
120613197,99999,3302,99999,A1700|C0900
120504835,99999,3952,99999,C0928|C0228|C0628|C0900|C0100|C0700|C0400|A1700|C0828|C0800
120618425,99999,5379,99999,A1726|C0926
120503395,99999,4689,2105,A1726|C0926|C0726|C0126
120610469,99999,5811,99999,A1700|A0600|C0900
120607570,99999,3579,99999,C0228
120503705,99999,99999,2886,C0422|C0122|C0922|C0322|C0522|C0622
120500208,99999,99999,3259,C0137|C0122|C0922|C0422|C0822|C0622|A1422|C0522
120614032,99999,4982,99999,C0900|A1700|A1600|C0100|A1300|A2100
120615747,99999,99999,3158,NOCHOICE
120612141,99999,99999,99999,NOCHOICE
120609128,99999,5049,99999,C0900|C0400|A1700|C0100
120615476,99999,5382,99999,A1700|C0900|C0100|A1600|A0700
120620897,99999,99999,99999,NOCHOICE
120613823,99999,4985,99999,C0700|C0900
120613170,99999,99999,99999,NOCHOICE
120619556,99999,5219,2950,C0422|C0126|C0122|A2026|C0322|C0926|C0922|C0522
120501582,99999,99999,99999,C0900|A1900|A1700|A2100
120619807,322,99999,99999,C0821
120609900,99999,5683,99999,C0900|A1700|C0926|A1726
120621821,99999,99999,99999,A1820|C0920|A1520
120620616,99999,5382,3039,C0900|C0400|A0800|C0800|C0300|C0700|C0922|C0422|C0122|C0822|C0129|C0429|C0329
120617557,99999,99999,2989,C0920
120614832,99999,4449,99999,C0285|C0785
120502255,99999,5599,99999,A2426|C0526|C0926|C0126
120606993,99999,5748,99999,C0900
120615461,99999,99999,99999,C0137|C0920
120613168,99999,99999,2911,C0122
120505517,99999,5422,99999,C0400
120608236,99999,3429,99999,C0900|C0400|C0700|C0800
120608289,99999,5039,99999,A1200|C0900|A0700|A1300|A0600|A0900
120617450,99999,5219,99999,C0429
120609173,99999,5222,3018,C0422|C0122|C0429|C0322
120619249,99999,99999,99999,C0900
120618429,99999,3235,99999,C0285|C0785
120502462,99999,5813,99999,C0100|C0900|A1600|A1700|C0700
120621663,99999,4179,99999,C0900
120504878,99999,5682,3078,C0422|C0429
120607703,99999,99999,2816,C0122|C0422|C0922|C0322
120609209,99999,2716,99999,A1600|A1700|C0900|A0700
120504907,99999,4760,99999,C0429|C0129|C0329|C0629
120610807,99999,5636,99999,C0900|A1700|A1600|A0700
120505883,99999,99999,1402,C0922|C0122|C0422|C0822|C0522|C0322|C0622|C1022
120619055,99999,3645,99999,C0700|A1300|A2100|A1900
120608025,99999,4761,99999,C0800
120619064,99999,5812,99999,C0126
120607997,99999,3956,2307,A1700|A0700|A1300|C0900|A1600
120608999,99999,99999,3040,NOCHOICE
120618113,99999,99999,99999,NOCHOICE
120610055,99999,99999,2279,C0422|C0122|C0922|C0839|A1739|C0920
120618696,99999,99999,99999,A0200|C0800|A0700
120611449,99999,99999,1495,NOCHOICE
120619836,99999,99999,99999,A0700
120614042,99999,99999,99999,NOCHOICE
120606582,99999,99999,99999,NOCHOICE
120609251,99999,5384,99999,NOCHOICE
120613506,99999,99999,817,NOCHOICE
120504519,99999,99999,99999,NOCHOICE
120617466,99999,4871,99999,C0900|A0700|A0600|A0800|A0900|A1700|C0700|A1300|A1900|A2100
120614291,99999,5328,99999,C0900
120615518,99999,99999,3079,C0920|A1820|A1520|C0137
120500594,99999,113,99999,C0900|C0100|A1600
120612681,99999,363,572,C0920|A1520|A1820|C0285|C0785
120610563,99999,4815,99999,NOCHOICE
120621572,99999,5721,99999,NOCHOICE
120616248,99999,99999,2887,NOCHOICE
120609866,99999,99999,99999,NOCHOICE
120506261,99999,99999,99999,NOCHOICE
120619659,99999,99999,99999,NOCHOICE
120615512,99999,99999,99999,NOCHOICE
120609942,99999,99999,99999,NOCHOICE
120612124,99999,4874,99999,NOCHOICE
120612407,99999,99999,3261,C0422|C0122
120608100,99999,99999,2762,NOCHOICE
120607494,99999,4816,99999,NOCHOICE
120613081,99999,5386,99999,NOCHOICE
120616131,99999,5482,99999,C0928
120612761,99999,5428,99999,NOCHOICE
120504292,99999,99999,99999,NOCHOICE
120620751,99999,99999,99999,NOCHOICE
120619160,99999,5103,3043,NOCHOICE
120615464,99999,4762,99999,A1700|C0900|A1726|C0926
120619188,99999,5782,99999,NOCHOICE
120617756,99999,99999,99999,NOCHOICE
120609307,99999,99999,99999,NOCHOICE
120606760,326,5047,3020,NOCHOICE
120610958,99999,3236,99999,C0900|C0100|C0800|A1700|A0700|A1600|A1300|A2100|A1900|A0800
120618373,99999,99999,99999,NOCHOICE
120616538,99999,99999,2952,NOCHOICE
120607230,99999,99999,99999,NOCHOICE
120610331,99999,4112,99999,A1700|C0900|A0700|A0600|A0900|A2100|A1300|A1900|A0800
120609796,99999,99999,2253,C0839|A1739|C0122|C0422|C0922|C0920
120620424,99999,5484,99999,NOCHOICE
120504244,99999,99999,3083,NOCHOICE
120613394,99999,99999,3265,NOCHOICE
120503604,99999,99999,99999,NOCHOICE
120506239,99999,99999,99999,NOCHOICE
120611902,99999,99999,99999,NOCHOICE
120619647,99999,5387,99999,NOCHOICE
120618695,99999,99999,99999,NOCHOICE
120616860,99999,99999,99999,NOCHOICE
120613390,99999,99999,99999,NOCHOICE
120611613,99999,99999,99999,NOCHOICE
120502376,99999,99999,2929,A1739|A1839|C0839|A1539
120611194,99999,4934,99999,NOCHOICE
120610015,99999,5104,99999,NOCHOICE
120616533,99999,4694,2742,C0100|C0129|C0922
120610906,99999,99999,3159,A1739
120619564,99999,5106,99999,C0900|C0100|A1700|C0400|C0800|A1600|A0700|A2000
120505014,99999,99999,2491,C0922
120615376,99999,5480,99999,A2026|C0100
120615316,99999,5430,99999,C0285|C0785
120610091,99999,99999,3134,C0822|C0922|C0122|C0622|C0422
120613751,99999,99999,3181,C0920|C0922|C0122|C0422
120505101,99999,3430,99999,A1700|C0900
120505308,99999,99999,3160,C0822
120618823,99999,4502,99999,C0285
120613539,99999,5105,99999,A1726|C0726|C0137|A1739|C0928
120619963,99999,5046,99999,C0900|C0228|C0429
120506073,99999,5327,3061,C0900
120504652,99999,99999,3080,C0122|C0922|C0422|C0322|C0622|C0822|A1422
120611128,99999,99999,2582,C0422|C0922|C0122|C0822|C0622|C0322|C0522|C0839
120607297,99999,4450,3021,C0129|C0429
120618930,99999,99999,2951,C0137|A1820
120609153,99999,99999,1651,C0922|C0422|C0122
120619488,99999,4933,99999,C0285|C0785
120617923,99999,99999,99999,C0100|A1700|A1300|C0400
120615618,99999,5685,2846,C0726|C0700|C0926|C0900|C0922|A1300|A2100
120620452,99999,4558,99999,C0826|C0926
120504401,99999,3957,99999,C0429
120607312,99999,99999,3041,C0122|C0922|C0422|C0920|C0322|C0622
120613633,99999,5813,99999,C0100|A2000|C0400|C0900|C0700
120613820,99999,99999,2948,A1739
120606605,99999,4695,1814,C0422|C0922|C0122|C0926|A1726|C0726
120617878,99999,99999,3042,C0422|C0922|C0122|C1022|C0322
120503842,99999,5388,99999,C0100|C0900|C0400|C0300
120505127,99999,5644,99999,C0900|A1700|A0700|A1300|C0300|C0400|A0600|A0900|A1600|C0100|C0700
120613879,99999,5426,99999,C0900|C0400|C0100|A1700
120607576,99999,5563,99999,A0700|A1700|C0900|A0600|A0900|A1300|A0800|A1600
120502569,99999,4931,99999,A1700|C0900|A0700|C0928|A1726|C0926
120505989,99999,4397,99999,C0800|A1700|A2200|A0200|A2400
120617814,99999,5480,99999,C0900|A1700|A1600|A0700|A0800
120619232,99999,5687,3114,NOCHOICE
120610707,99999,99999,99999,NOCHOICE
120504542,99999,99999,99999,NOCHOICE
120621816,99999,99999,99999,NOCHOICE
120620869,99999,99999,99999,NOCHOICE
120503266,99999,5533,2953,C0900|A1700|A1900|A0700|A1600|C0400|A1300|C0100|C0300|C0422|C0922|C0122|C0926|A1726|C0726|C0126
120612611,99999,99999,99999,NOCHOICE
120504147,99999,3368,99999,C0900|A1700|A0700|A0900|A0600|A0800
120502387,99999,99999,99999,NOCHOICE
120501257,99999,99999,99999,NOCHOICE
120618806,99999,99999,99999,C0920
120609109,99999,99999,99999,C0900
120506307,99999,5162,99999,A1700|C0900|A0700|A1600
120618585,99999,5532,99999,C0700|A1900
120500934,99999,99999,99999,C0700
120612021,99999,4113,99999,A1700|A1726|A1600|A0700|C0900|C0400|A1300|A1900|C0926|C0726|C0100
120616822,99999,99999,2645,C0922|A1739
120502367,99999,99999,552,C0920
120607996,99999,5384,99999,C0785|C0285
120619266,99999,99999,2411,C0922|C0422|A1422
120504423,99999,99999,2668,C0922|C0422|C0122|C0322|A1422|C0622
120620920,99999,99999,99999,C0922
120502884,99999,99999,2965,C0920|A1820|A1520
120611685,99999,99999,99999,C0922|C0122|C0422|C0322|C0622|C0822
120609394,99999,99999,99999,C0900|A1700|A0700|A0800|A0900
120501669,99999,99999,2966,C0920|A1739|C0922|C0422|C0122
120618482,99999,99999,99999,A0700
120614522,99999,99999,99999,C0422|C0922
120614848,99999,4395,99999,C0900|A1700|A1300|A0700
120617703,99999,5227,99999,A1900|A1300|A2100
120610156,99999,5267,99999,C0928|C0228|C0628|C0828
120621030,99999,99999,3019,C0422|C0122|C0922
120609450,99999,5783,99999,C0429
120609604,99999,5686,99999,C0400|C0100|A2000
120618413,99999,99999,3113,C0422
120616643,99999,5781,99999,C0900|C0800|C0700
120620440,99999,3647,99999,C0429|C0285|A1500|C0828
120609594,99999,5168,99999,NOCHOICE
120613767,99999,5752,99999,NOCHOICE
120619474,99999,99999,99999,NOCHOICE
120619928,99999,5485,99999,C0900
120503258,99999,5646,99999,NOCHOICE
120500481,99999,99999,3135,NOCHOICE
120607121,99999,99999,99999,NOCHOICE
120614995,99999,99999,99999,NOCHOICE
120616218,99999,4873,99999,C0900|A1700|C0400|C0100|A2000|A0700
120617364,99999,5166,99999,C0700|C0900|C0100|C0129|A1300|A2100|A1900|A0800|A2400|C0429
120619283,99999,4500,99999,C0900|C0700|A1300|A0700|A2400|A1100
120613344,99999,4239,99999,A2100|A1300|A1700|A1600|C0900|C0700|A0600|A0800|A1900
120607426,99999,187,68,C0922
120621291,99999,304,99999,C0100|C0900|C0228|C0928
120616094,99999,5432,99999,NOCHOICE
120503579,99999,5646,99999,NOCHOICE
120611942,99999,5688,99999,NOCHOICE
120617511,99999,99999,99999,NOCHOICE
120607957,99999,99999,99999,NOCHOICE
120613117,330,5606,99999,C0826|C0821|C0828|C0726|C0926|C0921|C0800|A1100
120618558,99999,99999,99999,C0922|A1739|C0926|A1422|A1839|A1539|A1726|C0726|C0122|C0422
120617859,99999,99999,99999,NOCHOICE
120610355,99999,99999,99999,NOCHOICE
120608147,99999,99999,99999,NOCHOICE
120608455,99999,5391,99999,NOCHOICE
120617740,99999,5722,99999,C0700|A1900|A2100|A1300|C0900|A1700|A0700
120618102,99999,99999,99999,NOCHOICE
120620523,99999,99999,99999,NOCHOICE
120621391,99999,99999,99999,NOCHOICE
120503790,99999,5270,99999,NOCHOICE
120612470,99999,99999,99999,NOCHOICE
120619737,99999,4988,99999,NOCHOICE
120503023,99999,5723,99999,C0926|A1726
120617223,99999,4503,99999,C0700|A2100|A1300|A1900|C0900|A0700|A1700
120607641,99999,4936,99999,NOCHOICE
120503526,99999,5050,99999,NOCHOICE
120612619,99999,5169,99999,NOCHOICE
120618660,99999,5337,2912,NOCHOICE
120610871,99999,5435,99999,NOCHOICE
120619298,99999,99999,3209,NOCHOICE
120609854,99999,4875,99999,C0900|A1700|A0800|A0700|A0600|A0900|A1600|C0700
120503067,99999,5268,3116,C0422|C0122|C0922|C0726
120618443,99999,99999,1296,NOCHOICE
120500120,99999,99999,3208,NOCHOICE
120503510,99999,99999,99999,NOCHOICE
120613570,99999,5602,99999,C0700|C0900|A0700
120506339,99999,99999,99999,NOCHOICE
120504686,99999,99999,99999,NOCHOICE
120506186,99999,99999,99999,NOCHOICE
120607940,99999,5488,99999,C0100|C0400|A2000|C0300|C0800|C0900
120607098,99999,99999,99999,NOCHOICE
120610253,99999,99999,99999,NOCHOICE
120612980,99999,99999,99999,NOCHOICE
120616918,99999,5691,3119,C0129|C0122|C0100|C0285|C0228
120501905,99999,99999,99999,NOCHOICE
120621417,99999,99999,99999,NOCHOICE
120614799,99999,5269,99999,A2100|A1900|C0700|A1300|C0900|A0700|A1700
120502730,99999,5108,99999,NOCHOICE
120618789,99999,5272,99999,NOCHOICE
120504848,99999,5275,99999,NOCHOICE
120614427,99999,99999,3045,C0922|C0122|C0422|C0822|C0322|C0622|C0522|C1022
120611152,99999,5689,99999,C0900|C0400|A1300|C0429
120621008,99999,5727,99999,NOCHOICE
120613666,99999,99999,2991,C0422|C0922|C0122
120615457,99999,99999,99999,NOCHOICE
120615912,99999,5107,99999,C0900|A1700|C0100|C0400|C0700
120614237,99999,99999,3207,C0922|C0422|C0122|C0522
120609200,328,99999,99999,C0933
120618181,99999,5536,99999,C0285|C0129|C0100
120609505,99999,5785,99999,C0926
120616579,99999,99999,2763,C0920|C0922|C0422|C0122
120615093,99999,99999,99999,C0100|C0900|A1700|A0700|A1600
120608759,99999,5684,99999,C0129|C0329|C0429|C0122|C0322|C0422|C0922|C1022
120620130,99999,5535,99999,A1700
120506180,99999,4693,99999,C0100|A2000
120607194,99999,99999,3266,C0422|C0122|C0922|C0322
120610278,99999,5272,99999,C0900|A0800|A0900|A1700|A0600
120610600,99999,99999,3087,C0422|C0922|A1422
120609953,99999,4986,99999,C0126
120612848,99999,3798,99999,A1726|C0926|C0900|A1700
120501363,99999,4935,99999,A1700|C0900|A1600|A1726|C0926
120607053,99999,4559,2626,C0129|C0429|C0329|C0122|C0422|C0322
120613651,99999,99999,99999,C0920|A1520|A1820
120618010,99999,5051,2137,C0900|A1700|C0400|C0920
120611294,99999,3873,99999,C0900|A0600|A0900|A1700|A0800
120618431,99999,99999,3085,C0522|C0922|C0822|C0422|C0322|C0122
120616486,99999,5390,99999,C0400|A1700|C0700|C0100
120506414,99999,99999,3084,C0922|C0422|C0122
120621413,99999,99999,99999,A2100
120617618,99999,99999,99999,C0422|C0322|C0122|C1022|C0922
120617965,99999,99999,99999,C0920
120614905,99999,5604,99999,C0785
120501007,99999,99999,99999,C0900|A1600|A1700|A0900|A0800|A0600|A1100|A1500|A2100|C0800
120614817,99999,5750,99999,C0900|A1700|A0700|A1300|C0100|A1900|A2100|C0400|A1600|A1200|C0800
120617538,99999,5648,99999,C0285|C0129
120609309,99999,4504,99999,A1726|C0926|A1700|C0900|A0700|A1600
120505670,99999,99999,99999,NOCHOICE
120613704,99999,99999,99999,NOCHOICE
120500920,99999,3150,99999,NOCHOICE
120500753,99999,3150,99999,NOCHOICE
120501578,99999,3432,99999,NOCHOICE
120617417,99999,5345,99999,A1900|A2100|A1300
120610818,99999,3581,99999,NOCHOICE
120501521,99999,5700,99999,A1300|C0700|A2100|A0700
120608334,99999,4823,99999,C0285|C0785
120619326,99999,4315,2493,NOCHOICE
120617537,99999,5816,99999,C0429|C0285
120613018,99999,4937,99999,C0785
120616560,99999,99999,99999,A1700
120618623,99999,99999,99999,C0822
120609580,99999,5692,99999,C0785
120609038,99999,5817,3183,C0322|C0329
120501015,99999,3874,2309,C0129|C0429|C0329|C0629
120610964,99999,5724,3268,C0920|C0922|C0285|C0129|C0900
120621650,99999,4562,99999,C0129
120616190,99999,3580,99999,C0900|A1700|C0100|C0400|C0700|C0300
120618194,99999,99999,2072,C0920|C0122|C0922|C0422|C0822|C0839|A1422
120608365,99999,5760,99999,C0100
120619341,99999,99999,99999,C0137
120620474,99999,99999,2045,C0920|C0122|A1739
120501951,99999,4817,99999,C0429|C0129|C0329|C0629
120505139,99999,4625,99999,NOCHOICE
120613940,99999,4182,99999,C0900
120502770,99999,5440,99999,C0900|A1700|A0700|A1600
120610315,99999,4880,99999,NOCHOICE
120618872,99999,4882,2889,NOCHOICE
120619861,99999,4938,99999,NOCHOICE
120617894,99999,5173,99999,A1300|A1900|A2100
120619496,99999,5280,99999,C0100
120616748,99999,5056,99999,NOCHOICE
120614776,99999,5705,99999,C0285|C0785|C0129|C0329|C0429|C0629
120608584,99999,5111,99999,NOCHOICE
120505035,99999,5052,99999,A1700|A0700|C0900|C0700|A1600|A2100|A1300|A1900
120621431,99999,99999,99999,C0100|C0900|A1300|C0400|C0800|A2000
120506140,99999,5171,99999,NOCHOICE
120619581,329,5271,99999,C0921|C0821|C0329|C0129|C0429|C0126|C0926|C0826|C0629|C0526|A2026|A0800|A0200|A1300
120505576,99999,5757,3063,C0800|C0822|C0828|C0129|C0285
120614578,99999,5228,99999,NOCHOICE
120505194,99999,5276,99999,NOCHOICE
120504678,99999,5278,99999,NOCHOICE
120503229,99999,4038,2767,C0900|A1700|C0100|C0400|A1600|A0700|C0800
120615758,99999,5389,2342,C0922|C0900|A1700|C0926|A1726|C0422|C0122|C0920|A0700|A1300
120620657,99999,4883,99999,C0900|C0800|C0100|C0629|C0928|C0828
120612603,99999,4184,99999,C0900|C0800|C0100|A1700|A0700
120611219,99999,839,590,C0926|A1726|C0126|A2026|C0900|A1700|C0920
120619502,99999,99999,133,C0422|A1739|C0322|C0122|A1539
120607459,99999,5283,99999,NOCHOICE
120620577,99999,5109,99999,C0700|A1300|A2100|A1900
120611447,99999,5055,99999,C0900|A1700|A0700|A0800|A1300
120613185,99999,5347,99999,NOCHOICE
120606946,99999,5397,99999,NOCHOICE
120608057,99999,4820,2585,A1726|A1700|C0926|C0900|C0920|C0922|C0400|C0422
120613349,99999,5653,99999,A2100|A1300|A1900|C0900|A0800|A0600|A0700
120610045,99999,4185,2586,C0900|A1700|A0700|A0800|A1300
120607700,99999,5543,99999,NOCHOICE
120614626,99999,5566,99999,NOCHOICE
120612642,99999,5568,99999,NOCHOICE
120610099,99999,5570,99999,NOCHOICE
120621346,99999,5572,99999,NOCHOICE
120505799,99999,4627,99999,C0900|A1700|A0700|A1600
120504088,99999,5609,99999,NOCHOICE
120608195,99999,5610,99999,NOCHOICE
120612038,99999,5538,99999,A1300|C0900|A1700|A0700|A0600|A0900|A0800|A1900
120619014,99999,5615,99999,NOCHOICE
120615177,99999,5618,99999,NOCHOICE
120614635,99999,5650,99999,NOCHOICE
120618450,99999,5652,99999,NOCHOICE
120616226,99999,5277,99999,A1700|C0900|A1600|A0600|A0800|C0700|C0800|C0400|C0100|A1300|A1100|A0700|A0900|A1900
120618506,99999,5655,99999,NOCHOICE
120500451,99999,5659,99999,NOCHOICE
120501678,99999,4624,99999,C0900|C0700|A1700|A0700|A0600|A0900|A0800|A1300
120608818,99999,5697,99999,NOCHOICE
